Bundle & Codes,,,,,,123,,,GTI Samsung SKU,,,,,,352576783124483,,,Acceptance Crieria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tester,Case,Type,"Auto
Result",Result,Step,,Code,,SKU List,,SKU ARRAY,SKU,Store,,Add to cart link,Qty,Qty Adjusted,RRP x Qty,RRP,NRP,Normal price per unit,GC Rewarded,Extra GC Reward / Extra Discount,GC + Extra GC Reward,Total GC Rewarded,Item level discount,on RRP / NRP,Discounted price per unit,Discounted price (NRP considered),Actual discounted price x Qty (with Perfect Partner Considered),GC Eligible,Total GC Eligible,Item price after GC,Total price after GC,Cart level discount,Expectyed item price in cart,Total Cart Price,Free Premiums / Other acceptance crieria to check,Persist or Clear Cart,Result: Total Price,Result: Full Item List,Status,Screemshot of Cart,"Temp Order ID /
Comment / Reasons of Fail",Fix Status,,Time,Line,Case,Total Price in Cart,Total Price in Cart,"Total Price
Result",Extra Premium,Extra Premium,Qty,"Extra Premium
Result",Extra Premium,Qty,"Extra Premium
Result",Extra Premium,Qty,"Extra Premium
Result",Full Item List,Auto Test Results,Duration,Failed Reason
FRAME-08,65 FramePro Bezel Gold,,,,1,Add all to cart using this link,,,"65"" The Frame Pro Beveled Sand Gold Bezel [VG-SCFF65SGMZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=VG-SCFF65SGMZK&&products[0].quantity=1&&products[1].productCode=QA65LS03FWJXZK&&products[1].quantity=1,"VG-SCFF65SGMZK, QA65LS03FWJXZK",VG-SCFF65SGMZK,B2C,"
",VG-SCFF65SGMZK,1,1,"1,190","1,190",,"1,190",,,0,0.00,400,Target,400.00,400.00,400.00,0.00,0.00,400.00,"18,380.00",0.00,400.00,"18,380.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"65"" The Frame Pro 4K Vision AI Smart TV (2025) [QA65LS03FWJXZK]",,,QA65LS03FWJXZK,B2C,"
",QA65LS03FWJXZK,1,1,"17,980","17,980","17,980","17,980",,,0,,,,,"17,980.00","17,980.00",0.00,,"17,980.00",,,"17,980.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-09,55 Frame Bezel Gold,,,,1,Add all to cart using this link,,,"55"" The Frame Beveled Sand Gold Bezel [VG-SCFC55SGMXY]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=VG-SCFC55SGMXY&&products[0].quantity=1&&products[1].productCode=QA55LS03FAJXZK&&products[1].quantity=1,"VG-SCFC55SGMXY, QA55LS03FAJXZK",VG-SCFC55SGMXY,B2C,"
",VG-SCFC55SGMXY,1,1,"1,490","1,490","1,490","1,490",,,0,0.00,400,Target,400.00,400.00,400.00,0.00,0.00,400.00,"13,380.00",0.00,400.00,"13,380.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"55"" The Frame 4K Vision AI Smart TV (2025) [QA55LS03FAJXZK]",,,QA55LS03FAJXZK,B2C,"
",QA55LS03FAJXZK,1,1,"12,980","12,980","12,980","12,980",,,0,,,,,"12,980.00","12,980.00",0.00,,"12,980.00",,,"12,980.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-10,50 Frame Bezel Gold,,,,1,Add all to cart using this link,,,"50"" The Frame Beveled Sand Gold Bezel [VG-SCFC50SGMXY]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=VG-SCFC50SGMXY&&products[0].quantity=1&&products[1].productCode=QA50LS03FAJXZK&&products[1].quantity=1,"VG-SCFC50SGMXY, QA50LS03FAJXZK",VG-SCFC50SGMXY,B2C,"
",VG-SCFC50SGMXY,1,1,"1,390","1,390","1,390","1,390",,,0,0.00,400,Target,400.00,400.00,400.00,0.00,0.00,400.00,"11,680.00",0.00,400.00,"11,680.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"50"" The Frame 4K Vision AI Smart TV (2025) [QA50LS03FAJXZK]",,,QA50LS03FAJXZK,B2C,"
",QA50LS03FAJXZK,1,1,"11,280","11,280","11,280","11,280",,,0,,,,,"11,280.00","11,280.00",0.00,,"11,280.00",,,"11,280.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-11,43 Frame Bezel Gold,,,,1,Add all to cart using this link,,,"43"" The Frame Beveled Sand Gold Bezel [VG-SCFC43SGMXY]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=VG-SCFC43SGMXY&&products[0].quantity=1&&products[1].productCode=QA43LS03FAJXZK&&products[1].quantity=1,"VG-SCFC43SGMXY, QA43LS03FAJXZK",VG-SCFC43SGMXY,B2C,"
",VG-SCFC43SGMXY,1,1,"1,290","1,290","1,290","1,290",,,0,0.00,400,Target,400.00,400.00,400.00,0.00,0.00,400.00,"9,380.00",0.00,400.00,"9,380.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"43"" The Frame 4K Vision AI Smart TV (2025) [QA43LS03FAJXZK]",,,QA43LS03FAJXZK,B2C,"
",QA43LS03FAJXZK,1,1,"8,980","8,980","8,980","8,980",,,0,,,,,"8,980.00","8,980.00",0.00,,"8,980.00",,,"8,980.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-12,32 Frame Bezel Gold,,,,1,Add all to cart using this link,,,"32"" The Frame Beveled Sand Gold Bezel (2023) [VG-SCFC32SGMXY]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=VG-SCFC32SGMXY&&products[0].quantity=1&&products[1].productCode=QA32LS03CBJXZK&&products[1].quantity=1,"VG-SCFC32SGMXY, QA32LS03CBJXZK",VG-SCFC32SGMXY,B2C,"
",VG-SCFC32SGMXY,1,1,990,990,990,990,,,0,0.00,50%,RRP,495.00,495.00,495.00,0.00,0.00,495.00,"4,075.00",0.00,495.00,"4,075.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"32"" The Frame LS03C [QA32LS03CBJXZK]",,,QA32LS03CBJXZK,B2C,"
",QA32LS03CBJXZK,1,1,"4,880","4,880","3,580","3,580",,,0,,,,,"3,580.00","3,580.00",0.00,,"3,580.00",,,"3,580.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVDA-01,"S25 AVDA Offer - <10000
(Jul 1-15)",,,,1,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 1,NNA-S9C5-F3F7-H3TT,"27"" Odyssey OLED G8 G81SF Gaming Monitor (240Hz) [LS27FG816SCXXK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=LS27FG816SCXXK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,LS27FG816SCXXK,LS27FG816SCXXK,B2C,"
",LS27FG816SCXXK,1,1,"8,980","8,980","7,980","7,980",,,0,0.00,,,,"7,980.00","7,980.00",0.00,0.00,"7,980.00","7,980.00",0.00,"7,980.00","7,980.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVDA-02,"S25 AVDA Offer - 10000-19999
(Jul 1-15)",,,,1,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 3,NNC-WYXT-RRRR-KKG2,"48"" OLED S90F (2025) [QA48S90FAEXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA48S90FAEXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,QA48S90FAEXZK,QA48S90FAEXZK,B2C,"
",QA48S90FAEXZK,1,1,"13,980","13,980","12,980","12,980",,,0,0.00,,,,"12,980.00","12,980.00",0.00,0.00,"12,980.00","12,980.00",0.00,"12,980.00","12,980.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVDA-03,"S25 AVDA Offer - >=20000
(Jul 1-15)",,,,1,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 2,NNA-S9C5-FT3S-F3CP,"65"" Neo QLED 8K QN990 (2025) [QA65QN990FJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA65QN990FJXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,QA65QN990FJXZK,QA65QN990FJXZK,B2C,"
0",QA65QN990FJXZK,1,0,0,"46,980","46,980","46,980",,,0,0.00,,,,"46,980.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVDA-04,"S25 AVDA Offer - >=20000
(Jul 1-15)",,,,1,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 2,NNA-S9C5-FT3S-F3CP,"48"" OLED S90F (2025) [QA48S90FAEXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA48S90FAEXZK&&products[0].quantity=1&&products[1].productCode=VS20C852FTB/SH&&products[1].quantity=1,"QA48S90FAEXZK, VS20C852FTB/SH",QA48S90FAEXZK,B2C,"
",QA48S90FAEXZK,1,1,"13,980","13,980","12,980","12,980",,,0,0.00,,,,"12,980.00","12,980.00",0.00,0.00,"12,980.00","16,970.00",0.00,"12,980.00","16,970.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,VS20C852FTBSHJet85 Stick VC Midnight Blue [VS20C852FTB/SH],,,VS20C852FTB/SH,B2C,"
",VS20C852FTB/SH,1,1,"4,990","4,990","3,990","3,990",,,0,,,,,"3,990.00","3,990.00",0.00,,"3,990.00",,,"3,990.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVDA-05,"S25 AVDA Offer - >=20000
(Jul 1-15)",,,,1,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 2,NNA-S9C5-FT3S-F3CP,"55"" Neo QLED 4K QN90F (2025) [QA55QN90FAJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA55QN90FAJXZK&&products[0].quantity=1&&products[1].productCode=VS20C852FTB/SH&&products[1].quantity=1,"QA55QN90FAJXZK, VS20C852FTB/SH",QA55QN90FAJXZK,B2C,"
",QA55QN90FAJXZK,1,1,"18,280","18,280","18,280","18,280",,,0,0.00,,,,"18,280.00","18,280.00",0.00,0.00,"18,280.00","22,270.00",0.00,"18,280.00","22,270.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,VS20C852FTBSHJet85 Stick VC Midnight Blue [VS20C852FTB/SH],,,VS20C852FTB/SH,B2C,"
",VS20C852FTB/SH,1,1,"4,990","4,990","3,990","3,990",,,0,,,,,"3,990.00","3,990.00",0.00,,"3,990.00",,,"3,990.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-01,TV Credits - 1000 off,Perfect Partner,,,1,Add all to cart using this link,,,"65"" OLED S95F (2025) [QA65S95FAJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA65S95FAJXZK&&products[0].quantity=1&&products[1].productCode=SM-A5660ZKDTGY&&products[1].quantity=1,"QA65S95FAJXZK, SM-A5660ZKDTGY",QA65S95FAJXZK,B2C,"
",QA65S95FAJXZK,1,1,"33,480","33,480","32,980","32,980",,,0,200.00,,,,"32,980.00","32,980.00",0.00,0.00,"32,980.00","35,678.00",0.00,"32,980.00","35,678.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"Galaxy A56 5G, 12GB + 256GB, Awesome Graphite [SM-A5660ZKDTGY]",,,SM-A5660ZKDTGY,B2C,"
",SM-A5660ZKDTGY,1,1,"3,698","3,698",,"3,698",200,,200,,"1,000",NRP,"2,698.00","2,698.00","2,698.00",0.00,,"2,698.00",,,"2,698.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-02,TV Credits - 1000 off,Perfect Partner,,,1,Add all to cart using this link,,,"77"" OLED S90F (2025) [QA77S90FAEXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA77S90FAEXZK&&products[0].quantity=1&&products[1].productCode=SM-S9370ZSGTGY&&products[1].quantity=1,"QA77S90FAEXZK, SM-S9370ZSGTGY",QA77S90FAEXZK,B2C,"
",QA77S90FAEXZK,1,1,"49,980","49,980","49,980","49,980",,,0,200.00,,,,"49,980.00","49,980.00",0.00,0.00,"49,980.00","58,378.00",0.00,"49,980.00","58,378.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"Galaxy S25 Edge, 512GB+12GB, Titanium Silver [SM-S9370ZSGTGY]",,,SM-S9370ZSGTGY,B2C,"
",SM-S9370ZSGTGY,1,1,"9,398","9,398",,"9,398",200,,200,,"1,000",NRP,"8,398.00","8,398.00","8,398.00",0.00,,"8,398.00",,,"8,398.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-03,TV Credits - 1000 off,Perfect Partner,,,1,Add all to cart using this link,,,"65"" OLED S90F (2025) [QA65S90FAEXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA65S90FAEXZK&&products[0].quantity=1&&products[1].productCode=NP960XGL-XG2HK&&products[1].quantity=1,"QA65S90FAEXZK, NP960XGL-XG2HK",QA65S90FAEXZK,B2C,"
",QA65S90FAEXZK,1,1,"25,280","25,280","23,980","23,980",,,0,0.00,,,,"23,980.00","23,980.00",0.00,0.00,"23,980.00","23,980.00",0.00,"23,980.00","23,980.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"Galaxy Book4 Ultra 16""/i9/32GB/1TB/RTX4070 [NP960XGL-XG2HK]",,,NP960XGL-XG2HK,B2C,"
0",NP960XGL-XG2HK,1,0,0,"21,980","19,980","19,980",,,0,,"1,000",NRP,"18,980.00","18,980.00",0.00,0.00,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-04,TV Credits - 1000 off,Perfect Partner,,,1,Add all to cart using this link,,,"42"" OLED S90F (2025) [QA42S90FAEXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA42S90FAEXZK&&products[0].quantity=1&&products[1].productCode=NP960QGK-KS3HK&&products[1].quantity=1,"QA42S90FAEXZK, NP960QGK-KS3HK",QA42S90FAEXZK,B2C,"
",QA42S90FAEXZK,1,1,"11,380","11,380","9,980","9,980",,,0,0.00,,,,"9,980.00","9,980.00",0.00,0.00,"9,980.00","22,564.00",0.00,"9,980.00","22,564.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"Galaxy Book4 Pro 360 16""/i7/32GB/1TB [NP960QGK-KS3HK]",,,NP960QGK-KS3HK,B2C,"
",NP960QGK-KS3HK,1,1,"16,980","16,980","13,584","13,584",,,0,,"1,000",NRP,"12,584.00","12,584.00","12,584.00",0.00,,"12,584.00",,,"12,584.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-05,TV Credits - 1000 off,Perfect Partner,,,1,Add all to cart using this link,,,"65"" Neo QLED 4K QN90F (2025) [QA65QN90FAJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA65QN90FAJXZK&&products[0].quantity=1&&products[1].productCode=NP750QGK-KG2HK&&products[1].quantity=1,"QA65QN90FAJXZK, NP750QGK-KG2HK",QA65QN90FAJXZK,B2C,"
",QA65QN90FAJXZK,1,1,"24,280","24,280","22,980","22,980",,,0,0.00,,,,"22,980.00","22,980.00",0.00,0.00,"22,980.00","29,964.00",0.00,"22,980.00","29,964.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"Galaxy Book4 360 15.6""/i5/16GB/512GB [NP750QGK-KG2HK]",,,NP750QGK-KG2HK,B2C,"
",NP750QGK-KG2HK,1,1,"9,980","9,980","7,984","7,984",,,0,,"1,000",NRP,"6,984.00","6,984.00","6,984.00",0.00,,"6,984.00",,,"6,984.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-06,TV Credits - 1000 off,Perfect Partner,,,1,Add all to cart using this link,,,"77"" OLED S85F (2025) [QA77S85FAEXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA77S85FAEXZK&&products[0].quantity=1&&products[1].productCode=NP750XQB-KA1HK&&products[1].quantity=1,"QA77S85FAEXZK, NP750XQB-KA1HK",QA77S85FAEXZK,B2C,"
",QA77S85FAEXZK,1,1,"42,480","42,480","42,480","42,480",,,0,0.00,,,,"42,480.00","42,480.00",0.00,0.00,"42,480.00","48,260.00",0.00,"42,480.00","48,260.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"Galaxy Book4 Edge, 15.6""/X1/16GB/512GB, Sapphire Blue [NP750XQB-KA1HK]",,,NP750XQB-KA1HK,B2C,"
",NP750XQB-KA1HK,1,1,"6,780","6,780",,"6,780",,,0,,"1,000",NRP,"5,780.00","5,780.00","5,780.00",0.00,,"5,780.00",,,"5,780.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-07,TV Credits - 1000 off,Perfect Partner,,,1,Add all to cart using this link,,,"42"" OLED S90F (2025) [QA42S90FAEXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA42S90FAEXZK&&products[0].quantity=1&&products[1].productCode=SM-X920NZAITGY&&products[1].quantity=1,"QA42S90FAEXZK, SM-X920NZAITGY",QA42S90FAEXZK,B2C,"
",QA42S90FAEXZK,1,1,"11,380","11,380","9,980","9,980",,,0,500.00,,,,"9,980.00","9,980.00",0.00,0.00,"9,980.00","18,968.00",0.00,"9,980.00","18,968.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"Galaxy Tab S10 Ultra Wifi, 16GB+1TB, Moonstone Gray (Online Exclusive) [SM-X920NZAITGY]",,,SM-X920NZAITGY,B2C,"
",SM-X920NZAITGY,1,1,"12,588","12,588","9,988","9,988",500,,500,,"1,000",NRP,"8,988.00","8,988.00","8,988.00",0.00,,"8,988.00",,,"8,988.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-08,TV Credits - 1000 off,Perfect Partner,,,1,Add all to cart using this link,,,"65"" Neo QLED 4K QN90F (2025) [QA65QN90FAJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA65QN90FAJXZK&&products[0].quantity=1&&products[1].productCode=EF-BX810PLEGWW&&products[1].quantity=1,"QA65QN90FAJXZK, EF-BX810PLEGWW",QA65QN90FAJXZK,B2C,"
",QA65QN90FAJXZK,1,1,"24,280","24,280","22,980","22,980",,,0,0.00,,,,"22,980.00","22,980.00",0.00,0.00,"22,980.00","22,980.00",0.00,"22,980.00","22,980.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,Galaxy Tab S10+  Smart Book Cover Blue [EF-BX810PLEGWW],,,EF-BX810PLEGWW,B2C,"
",EF-BX810PLEGWW,1,1,509,509,,509,,,0,,"1,000",NRP,-491.00,0.00,0.00,0.00,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-09,TV Credits - 1000 off,Perfect Partner,,,1,Add all to cart using this link,,,"77"" OLED S85F (2025) [QA77S85FAEXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA77S85FAEXZK&&products[0].quantity=1&&products[1].productCode=SM-L310NZSATGY&&products[1].quantity=1,"QA77S85FAEXZK, SM-L310NZSATGY",QA77S85FAEXZK,B2C,"
",QA77S85FAEXZK,1,1,"42,480","42,480","42,480","42,480",,,0,0.00,,,,"42,480.00","42,480.00",0.00,998.00,"42,480.00","43,478.00",0.00,"42,480.00","43,478.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"Galaxy Watch7 44mm (BT), Silver [SM-L310NZSATGY]",,,SM-L310NZSATGY,B2C,"
",SM-L310NZSATGY,1,1,"2,198","2,198","1,998","1,998",,,0,,"1,000",NRP,998.00,998.00,998.00,998.00,,998.00,,,998.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-10,TV Credits - 1000 off,Perfect Partner,,,1,Add all to cart using this link,,,"65"" OLED S85F (2025) [QA65S85FAEXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA65S85FAEXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,QA65S85FAEXZK,QA65S85FAEXZK,B2C,"
",QA65S85FAEXZK,1,1,"21,980","21,980","19,980","19,980",,,0,0.00,,,,"19,980.00","19,980.00",0.00,0.00,"19,980.00","19,980.00",0.00,"19,980.00","19,980.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,Q-series Soundbar HW-Q990D [HW-Q990F/ZK],,,,B2C,"
",,1,1,,,,,,,0,,"1,000",NRP,"-1,000.00",,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-11,TV Credits - 1000 off,Perfect Partner,,,1,Add all to cart using this link,,,"75"" Neo QLED 4K QN70F (2025) [QA75QN70FAJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA75QN70FAJXZK&&products[0].quantity=1&&products[1].productCode=HW-LS60D/ZK&&products[1].quantity=1,"QA75QN70FAJXZK, HW-LS60D/ZK",QA75QN70FAJXZK,B2C,"
",QA75QN70FAJXZK,1,1,"24,980","24,980","24,980","24,980",,,0,0.00,,,,"24,980.00","24,980.00",0.00,0.00,"24,980.00","27,660.00",0.00,"24,980.00","27,660.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,S-Series HW-LS60D Music Frame [HW-LS60D/ZK],,,HW-LS60D/ZK,B2C,"
",HW-LS60D/ZK,1,1,"3,890","3,890","3,680","3,680",,,0,,"1,000",NRP,"2,680.00","2,680.00","2,680.00",0.00,,"2,680.00",,,"2,680.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-12,TV Credits - 1000 off,Perfect Partner,,,1,Add all to cart using this link,,,"65"" OLED S95F (2025) [QA65S95FAJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA65S95FAJXZK&&products[0].quantity=1&&products[1].productCode=HW-S800D/ZK&&products[1].quantity=1,"QA65S95FAJXZK, HW-S800D/ZK",QA65S95FAJXZK,B2C,"
",QA65S95FAJXZK,1,1,"33,480","33,480","32,980","32,980",,,0,0.00,,,,"32,980.00","32,980.00",0.00,0.00,"32,980.00","35,970.00",0.00,"32,980.00","35,970.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,S-Series HW-S800D Soundbar [HW-S800D/ZK],,,HW-S800D/ZK,B2C,"
",HW-S800D/ZK,1,1,"4,890","4,890","3,990","3,990",,,0,,"1,000",NRP,"2,990.00","2,990.00","2,990.00",0.00,,"2,990.00",,,"2,990.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-13,TV Credits - 1000 off,Perfect Partner,,,1,Add all to cart using this link,,,"77"" OLED S90F (2025) [QA77S90FAEXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA77S90FAEXZK&&products[0].quantity=1&&products[1].productCode=HW-S801D/ZK&&products[1].quantity=1,"QA77S90FAEXZK, HW-S801D/ZK",QA77S90FAEXZK,B2C,"
",QA77S90FAEXZK,1,1,"49,980","49,980","49,980","49,980",,,0,0.00,,,,"49,980.00","49,980.00",0.00,0.00,"49,980.00","52,970.00",0.00,"49,980.00","52,970.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,S-Series HW-S801D Soundbar [HW-S801D/ZK],,,HW-S801D/ZK,B2C,"
",HW-S801D/ZK,1,1,"4,890","4,890","3,990","3,990",,,0,,"1,000",NRP,"2,990.00","2,990.00","2,990.00",0.00,,"2,990.00",,,"2,990.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-14,TV Credits - 1000 off,Perfect Partner,,,1,Add all to cart using this link,,,"42"" OLED S90F (2025) [QA42S90FAEXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA42S90FAEXZK&&products[0].quantity=1&&products[1].productCode=VS80F28DFP/SP&&products[1].quantity=1,"QA42S90FAEXZK, VS80F28DFP/SP",QA42S90FAEXZK,B2C,"
",QA42S90FAEXZK,1,1,"11,380","11,380","9,980","9,980",,,0,0.00,,,,"9,980.00","9,980.00",0.00,0.00,"9,980.00","15,470.00",0.00,"9,980.00","15,470.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,Bespoke AI Jet™ Lite [VS80F28DFP/SP],,,VS80F28DFP/SP,B2C,"
",VS80F28DFP/SP,1,1,"6,490","6,490","6,490","6,490",,,0,,"1,000",NRP,"5,490.00","5,490.00","5,490.00",0.00,,"5,490.00",,,"5,490.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-NEG,TV Credits - Negative,,,,1,Add all to cart using this link,,,"65"" OLED S95F (2025) [QA65S95FAJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA65S95FAJXZK&&products[0].quantity=1&&products[1].productCode=NP750QGK-KG2HK&&products[1].quantity=1,"QA65S95FAJXZK, NP750QGK-KG2HK",QA65S95FAJXZK,B2C,"
",QA65S95FAJXZK,1,1,"33,480","33,480","32,980","32,980",,,0,0.00,,,,"32,980.00","32,980.00",0.00,0.00,"32,980.00","40,964.00",0.00,"32,980.00","40,964.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"Galaxy Book4 360 15.6""/i5/16GB/512GB [NP750QGK-KG2HK]",,,NP750QGK-KG2HK,B2C,"
",NP750QGK-KG2HK,1,1,"9,980","9,980","7,984","7,984",,,0,,,,,"7,984.00","7,984.00",0.00,,"7,984.00",,,"7,984.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Perfect Partner,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,,,B2C,"
",,1,1,,,,,,,0,0.00,,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
