Auto,EA=WM-06,,,,,WA10CG4545BDSH Ecobubble™ Top Loader without Drain Pump 10kg Versailles Gary,,N,WA10CG4545BDSH,https://www.samsung.com/hk/multistore/hkses/buy.WA10CG4545BDSH,WA10CG4545BDSH,"4,090","3,090",,,"3,090",No,100,0,,,,,,,,,,,Add to Cart,"3,090.00",,Z-ITFITAC05GN,,,,,,,,,,Z-ITFITAC05GN,1,"
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto,EA=WM-07,,,,,WA10C14545BVSH Ecobubble™ Top Loader with Drain Pump 10kg Black Caviar,,N,WA10C14545BVSH,https://www.samsung.com/hk/multistore/hkses/buy.WA10C14545BVSH,WA10C14545BVSH,"4,490","3,090",,,"3,090",No,100,0,,,,,,,,,,,Add to Cart,"3,090.00",,Z-ITFITAC05GN,,,,,,,,,,Z-ITFITAC05GN,1,"
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EA=WM-08,,,,,"WD10T754DBH AI Ecobubble™ AI Control Front Load Washing Machine + Dryer Combo 10.5/7kg, 1400rpm",,EOL,WD10T754DBH/SH,https://www.samsung.com/hk/multistore/hkses/buy.WD10T754DBHSH,WD10T754DBH/SH,"7,990",,,,"7,990",No,0,0,,,,,,,,,,,Add to Cart,"7,990.00",,,,,,,,,,,,,0,"
",,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EA=WM-09,,,,,"WD70TA046BE/SH Hygiene Steam Front Load Washer + Dryer Combo 7/5kg, 1400rpm",,EOL,WD70TA046BE/SH,https://www.samsung.com/hk/multistore/hkses/buy.WD70TA046BESH,WD70TA046BE/SH,"6,090",,,,"6,090",No,0,0,,,,,,,,,,,Add to Cart,"6,090.00",,,,,,,,,,,,,0,"
",,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EA=WM-10,,,,,"WD70T4046CH Hygiene Steam Front Load Washer + Dryer Combo 7/5kg, 1400rpm",,EOL,WD70T4046CH/SH,https://www.samsung.com/hk/multistore/hkses/buy.WD70T4046CHSH,WD70T4046CH/SH,"4,690",,,,"4,690",No,0,0,,,,,,,,,,,Add to Cart,"4,690.00",,,,,,,,,,,,,0,"
",,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto,EA=WM-11,,,,,"WD80T654DBE AI Ecobubble™ AI Control Front Load Washing Machine + Dryer Combo 8/6kg, 1400rpm",,N,WD80T654DBE/SH,https://www.samsung.com/hk/multistore/hkses/buy.WD80T654DBESH,WD80T654DBE/SH,"7,590","4,990",,,"4,990",No,200,0,,,,,,,,,,,Add to Cart,"4,990.00",,Z-ITAC15-C,Z-ITFITEX37,,,,,,,,,"Z-ITAC15-C,Z-ITFITEX37",2,"
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
●  1 x  ITFIT Rechargeable Electric Toothbrush [Z-ITFITEX37]
",,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto,EA=WM-12,,,,,"WD80TA546BH AddWash™ Front Load Washing Machine + Dryer Combo 8/6kg, 1400rpm",,N,WD80TA546BH/SH,https://www.samsung.com/hk/multistore/hkses/buy.WD80TA546BHSH,WD80TA546BH/SH,"5,790","4,990",,,"4,990",No,200,0,,,,,,,,,,,Add to Cart,"4,990.00",,Z-ITFITAC05GN,,,,,,,,,,Z-ITFITAC05GN,1,"
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto,EA=WM-13,,,,,"WW70T3020BW/SH Slim440 Digital Inverter Front Load Washing Machine 7kg, 1200rpm",,N,WW70T3020BW/SH,https://www.samsung.com/hk/multistore/hkses/buy.WW70T3020BWSH,WW70T3020BW/SH,"4,890","3,390",,,"3,390",No,100,0,,,,,,,,,,,Add to Cart,"3,390.00",,Z-ITAC15-C,,,,,,,,,,Z-ITAC15-C,1,"
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
",,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto,EA=WM-14,,,,,"WW70T3020BS/SH Slim440 Digital Inverter Front Load Washing Machine 7kg, 1200rpm",,N,WW70T3020BS/SH,https://www.samsung.com/hk/multistore/hkses/buy.WW70T3020BSSH,WW70T3020BS/SH,"5,090","3,490",,,"3,490",No,100,0,,,,,,,,,,,Add to Cart,"3,490.00",,Z-ITAC15-C,,,,,,,,,,Z-ITAC15-C,1,"
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
",,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto,EA=WM-15,,,,,"WW80T3040BW/SH Slim465 Digital Inverter Front Load Washing Machine 8kg, 1400rpm",,N,WW80T3040BW/SH,https://www.samsung.com/hk/multistore/hkses/buy.WW80T3040BWSH,WW80T3040BW/SH,"5,190","3,790",,,"3,790",No,100,0,,,,,,,,,,,Add to Cart,"3,790.00",,Z-ITAC15-C,,,,,,,,,,Z-ITAC15-C,1,"
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
",,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto,EA=WM-16,,,,,"WW80T3040BS/SH Slim465 Digital Inverter Front Load Washing Machine 8kg, 1400rpm",,N,WW80T3040BS/SH,https://www.samsung.com/hk/multistore/hkses/buy.WW80T3040BSSH,WW80T3040BS/SH,"5,390","3,890",,,"3,890",No,100,0,,,,,,,,,,,Add to Cart,"3,890.00",,Z-ITAC15-C,,,,,,,,,,Z-ITAC15-C,1,"
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
",,,,,End of Test,,,,,0,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EA=WM-18,,,,,"WW90T654DLE AI Ecobubble™ AI Control Front Load Washing Machine 9kg, 1400rpm",,EOL,WW90T654DLE/SH,https://www.samsung.com/hk/multistore/hkses/buy.WW90T654DLESH,WW90T654DLE/SH,"5,190",,,,"5,190",No,0,0,,,,,,,,,,,Add to Cart,"5,190.00",,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,0,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto,EA=WM-19,,,,,"WW70AG5S21CESH Slim Ecobubble™ Front Load Washing Machine 7kg, 1200rpm",,N,WW70AG5S21CESH,https://www.samsung.com/hk/multistore/hkses/buy.WW70AG5S21CESH,WW70AG5S21CESH,"5,090","3,490",,,"3,490",No,100,0,,,,,,,,,,,Add to Cart,"3,490.00",,Z-ITFITAC05GN,,,,,,,,,,Z-ITFITAC05GN,1,"
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,0,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto,EA=WM-20,,,,,"WW70AG5S21CXSH Slim Ecobubble™ Front Load Washing Machine 7kg, 1200rpm",,N,WW70AG5S21CXSH,https://www.samsung.com/hk/multistore/hkses/buy.WW70AG5S21CXSH,WW70AG5S21CXSH,"5,190","3,590",,,"3,590",No,100,0,,,,,,,,,,,Add to Cart,"3,590.00",,Z-ITFITAC05GN,,,,,,,,,,Z-ITFITAC05GN,1,"
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,0,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto,EA=WM-21,,,,,"WW80AG6L28BXSH Slim AI Ecobubble™ AI Control Front Load Washing Machine 8kg, 1200 rpm",,N,WW80AG6L28BXSH,https://www.samsung.com/hk/multistore/hkses/buy.WW80AG6L28BXSH,WW80AG6L28BXSH,"5,790","4,190",,,"4,190",No,100,0,,,,,,,,,,,Add to Cart,"4,190.00",,Z-ITAC15-C,Z-ITFITEX37,,,,,,,,,"Z-ITAC15-C,Z-ITFITEX37",2,"
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
●  1 x  ITFIT Rechargeable Electric Toothbrush [Z-ITFITEX37]
",,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto,EA=WM-22,,,,,"WW80AGAS21AESH Slim Ecobubble™ Front Load Washing Machine 8kg, 1200rpm",,N,WW80AGAS21AESH,https://www.samsung.com/hk/multistore/hkses/buy.WW80AGAS21AESH,WW80AGAS21AESH,"5,590","3,790",,,"3,790",No,100,0,,,,,,,,,,,Add to Cart,"3,790.00",,Z-ITFITAC05GN,,,,,,,,,,Z-ITFITAC05GN,1,"
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,0,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto,EA=WM-23,,,,,"WW80AGAS21AXSH Slim Ecobubble™ Front Load Washing Machine 8kg, 1200rpm",,N,WW80AGAS21AXSH,https://www.samsung.com/hk/multistore/hkses/buy.WW80AGAS21AXSH,WW80AGAS21AXSH,"5,290","3,890",,,"3,890",No,100,0,,,,,,,,,,,Add to Cart,"3,890.00",,Z-ITFITAC05GN,,,,,,,,,,Z-ITFITAC05GN,1,"
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,0,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto,EA=WM-24,,,,,"WD12DBLB84GDSH AI Wash Front Load Washer + Dryer Combo 12/7kg, 1400rpm",,N,WD12DBLB84GDSH,https://www.samsung.com/hk/multistore/hkses/buy.WD12DBLB84GDSH,WD12DBLB84GDSH,"8,099","6,490",,,"6,490",No,200,0,,,,,,,,,,,Add to Cart,"6,490.00",,Z-ITAC15-C,Z-ITFITEX37,,,,,,,,,"Z-ITAC15-C,Z-ITFITEX37",2,"
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
●  1 x  ITFIT Rechargeable Electric Toothbrush [Z-ITFITEX37]
",,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EA=WM25,,,,,,,-,,,,,,,,,,0,0,,,,,,,,,,,,0.00,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto,EA=WM25-01,,,,,"WD90DG5G34BBSH Slim AI Ecobubble™ SpaceMax™ Washer Dryer Combo 9/5kg, 1400rpm",,N,WD90DG5G34BBSH,https://www.samsung.com/hk/multistore/hkses/buy.WD90DG5G34BBSH,WD90DG5G34BBSH,"6,290","5,090",,,"5,090",No,100,0,,,,,,,,,,,Add to Cart,"5,090.00",,Z-ITAC15-C,Z-ITFITEX37,,,,,,,,,"Z-ITAC15-C,Z-ITFITEX37",2,"
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
●  1 x  ITFIT Rechargeable Electric Toothbrush [Z-ITFITEX37]
",,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto,EA=WM25-02,,,,,"WD90DG5G34BESH Slim AI Ecobubble™ SpaceMax™ Washer Dryer Combo 9/5kg, 1400rpm",,N,WD90DG5G34BESH,https://www.samsung.com/hk/multistore/hkses/buy.WD90DG5G34BESH,WD90DG5G34BESH,"6,190","4,990",,,"4,990",No,100,0,,,,,,,,,,,Add to Cart,"4,990.00",,Z-ITAC15-C,Z-ITFITEX37,,,,,,,,,"Z-ITAC15-C,Z-ITFITEX37",2,"
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
●  1 x  ITFIT Rechargeable Electric Toothbrush [Z-ITFITEX37]
",,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto,EA=WM25-03,,,,,"WD90DG6G94BBSH Slim AI Ecobubble™ AI Wash Washer Dryer Combo 9/5kg, 1400rpm",,N,WD90DG6G94BBSH,https://www.samsung.com/hk/multistore/hkses/buy.WD90DG6G94BBSH,WD90DG6G94BBSH,"6,690","6,690",,,"6,690",No,100,0,,,,,,,,,,,Add to Cart,"6,690.00",,Z-ITAC15-C,Z-ITFITEX37,,,,,,,,,"Z-ITAC15-C,Z-ITFITEX37",2,"
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
●  1 x  ITFIT Rechargeable Electric Toothbrush [Z-ITFITEX37]
",,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto,EA=WM25-04,,,,,,,N,WD90DG6G94BKSH,https://www.samsung.com/hk/multistore/hkses/buy.WD90DG6G94BKSH,WD90DG6G94BKSH,"6,590","5,290",,,"5,290",No,100,0,,,,,,,,,,,Add to Cart,"5,290.00",,Z-ITAC15-C,Z-ITFITEX37,,,,,,,,,"Z-ITAC15-C,Z-ITFITEX37",2,"
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
●  1 x  ITFIT Rechargeable Electric Toothbrush [Z-ITFITEX37]
",,,,,End of Test,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EA=VC,,,,,,,-,,,,,,,,,,0,0,,,,,,,,,,,,0.00,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EA=VC-01,,,,,Samsung Jet 75 Battery VCA-SBT90,,UN,VCA-SBT90,https://www.samsung.com/hk/multistore/hkses/buy.VCA-SBT90,VCA-SBT90,0,"1,325",,,0,No,0,0,,,,,,,,,,,Add to Cart,0.00,,,,,,,,,,,,,0,"
",,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EA=VC-02,,,,,VS20B95993BSH Bespoke Jet Plus 210W  Midnight Blue,,UN,VS20B95993B/SH,https://www.samsung.com/hk/multistore/hkses/buy.VS20B95993BSH,VS20B95993B/SH,"8,990",,,,"8,990",No,0,0,,,,,,,,,,,Add to Cart,"8,990.00",,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,0,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto,EA=VC-03,,,,,VS20B958F3NSP Bespoke Jet Plus 210W Woody Green,,UN,VS20B958F3N/SP,https://www.samsung.com/hk/multistore/hkses/buy.VS20B958F3NSP,VS20B958F3N/SP,"6,990","5,590",,,"5,590",No,0,0,,,,,,,,,,,Add to Cart,"5,590.00",,Z-VCA-ADB952,Z-VCA-TABA95,Z-VCA-SAPA95/VEU,,,,,,,,"Z-VCA-ADB952,Z-VCA-TABA95,Z-VCA-SAPA95/VEU",3,"
●  1 x  BESPOKE Jet™ Clean Station Antibacterial Dust Bag (5ea) [Z-VCA-ADB952]
●  1 x  BESPOKE Jet Jet Dual Brush [Z-VCA-TABA95]
●  1 x  BESPOKE Jet™ Battery Pack (25.2V) [Z-VCA-SAPA95/VEU]
",,,,,End of Test,,,,,0,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EA=VC-04,,,,,VS20B95843WSH Bespoke Jet Plus 210W Misty White,,EOL,VS20B95843W/SH,https://www.samsung.com/hk/multistore/hkses/buy.VS20B95843WSH,VS20B95843W/SH,"6,990","5,590",,,"5,590",No,0,0,,,,,,,,,,,Add to Cart,"5,590.00",,Z-VCA-ADB952,Z-VCA-WBA95/GL,Z-VCA-SAPA95/VEU,Z-VCA-MTB90A/VT,,,,,,,"Z-VCA-ADB952,Z-VCA-WBA95/GL,Z-VCA-SAPA95/VEU,Z-VCA-MTB90A/VT",4,"
●  1 x  BESPOKE Jet™ Clean Station Antibacterial Dust Bag (5ea) [Z-VCA-ADB952]
●  1 x  BESPOKE Jet™ Spray Spinning Sweeper™ [Z-VCA-WBA95/GL]
●  1 x  BESPOKE Jet™ Battery Pack (25.2V) [Z-VCA-SAPA95/VEU]
●  1 x  JET 70 Mini Motorized Tool VCA-MTB90A [Z-VCA-MTB90A/VT]
",,,,,End of Test,,,,,0,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EA=VC-05,,,,,VS20C852FTBSHJet85 Stick VC Midnight Blue,,N,VS20C852FTB/SH,https://www.samsung.com/hk/multistore/hkses/buy.VS20C852FTBSH,VS20C852FTB/SH,"4,990","3,990",,,"3,990",No,100,0,,,,,,,,,,,Add to Cart,"3,990.00",,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,0,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EA=VC-06,,,,,VS20C852CTNSH Jet85 Stick VC Woody Green1,,N,VS20C852CTN/SH,https://www.samsung.com/hk/multistore/hkses/buy.VS20C852CTNSH,VS20C852CTN/SH,"4,590","3,490",,,"3,490",No,100,0,,,,,,,,,,,Add to Cart,"3,490.00",,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,0,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EA=VC-07,,,,,Bespoke Jet™ AI premium extra 280 W Exceptionally Powerful Cleaning Performance Satin Black,,EOL,VS28C979FQK/SP,https://www.samsung.com/hk/multistore/hkses/buy.VS28C979FQKSP,VS28C979FQK/SP,"9,990","7,990",,,"7,990",No,0,0,,,,,,,,,,,Add to Cart,"7,990.00",,Z-VCA-ADB952,Z-VCA-TABC97/GL,Z-VCA-SAK95K/GL,,,,,,,,"Z-VCA-ADB952,Z-VCA-TABC97/GL,Z-VCA-SAK95K/GL",3,"
●  1 x  BESPOKE Jet™ Clean Station Antibacterial Dust Bag (5ea) [Z-VCA-ADB952]
●  1 x  BESPOKE Jet™ AI Active Dual Brush [Z-VCA-TABC97/GL]
●  1 x  Jet™ Tool Kit [Z-VCA-SAK95K/GL]
",,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto,EA=VC-08,,,,,BESPOKE Jet™ AI Ultra Elite Cordless Stick Vacuum Cleaner - Greige,,N,VS90F40DBG/SP,https://www.samsung.com/hk/multistore/hkses/buy.VS90F40DBGSP,VS90F40DBG/SP,"7,090","6,390",,,"6,390",No,300,0,,,,,,,,,,,Add to Cart,"6,390.00",,Z-VCA-ADB952,Z-VCA-SPW95/VT,Z-VCA-SPA95/GL,Z-VCA-SAK95K/GL,,,,,,,"Z-VCA-ADB952,Z-VCA-SPW95/VT,Z-VCA-SPA95/GL,Z-VCA-SAK95K/GL",4,"
●  1 x  BESPOKE Jet™ Clean Station Antibacterial Dust Bag (5ea) [Z-VCA-ADB952]
●  1 x  BESPOKE Jet™ Sweeper Microfiber Pads (4ea) [Z-VCA-SPW95/VT]
●  1 x  BESPOKE Jet™ Sweeper Disposable Wet Pads [Z-VCA-SPA95/GL]
●  1 x  Jet™ Tool Kit [Z-VCA-SAK95K/GL]
",,,,,End of Test,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0.00,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0.00,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0.00,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0.00,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0.00,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0.00,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0.00,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0.00,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0.00,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0.00,,,,,,,,,,,,,0,"
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0.00,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0.00,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0.00,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0.00,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0.00,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0.00,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0.00,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0.00,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0.00,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
