Bundle SPP,,,,,,110,,,GTI Samsung SKU,,,,,,352576783124483,,,Acceptance Crieria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tester,Case,Type,"Auto
Result",Result,Step,,Code,,SKU List,,,SKU,Store,,Add to cart link,Qty,Qty Adjusted,RRP x Qty,RRP,NRP,Normal price per unit,GC Rewarded,Extra GC Reward,GC + Extra GC Reward,Total GC Rewarded,Item level discount,on RRP / NRP,Discounted price per unit,Discounted price (NRP considered),Actual discounted price x Qty (with Perfect Partner Considered),GC Eligible,Total GC Eligible,Item price after GC,Total price after GC,Cart level discount,Expectyed item price in cart,Total Cart Price,Free Premiums / Other acceptance crieria to check,Persist or Clear Cart,Result: Total Price,Result: Full Item List,Status,Screemshot of Cart,"Temp Order ID /
Comment / Reasons of Fail",Fix Status,,Time,Line,Case,Total Price in Cart,Total Price in Cart,"Total Price
Result",Extra Premium,Extra Premium,Qty,"Extra Premium
Result",Extra Premium,Qty,"Extra Premium
Result",Extra Premium,Qty,"Extra Premium
Result",Full Item List,Auto Test Results,Duration,Failed Reason
TV-CREDIT-01,TV Credits - 1000 off,,,,,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 2,NNA-S9C5-FT3S-F3CP,"65"" OLED S95F (2025) [QA65S95FAJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA65S95FAJXZK&&products[0].quantity=1&&products[1].productCode=SM-A5660ZKDTGY&&products[1].quantity=1,"QA65S95FAJXZK, SM-A5660ZKDTGY",QA65S95FAJXZK,SPP,"
",QA65S95FAJXZK,1,1,"33,480","33,480","29,022","29,022",,,,0.00,,,,"29,022.00","29,022.00",0.00,0.00,"29,022.00","31,021.00",0.00,"29,022.00","31,021.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,"Galaxy A56 5G, 12GB + 256GB, Awesome Graphite [SM-A5660ZKDTGY]",,,SM-A5660ZKDTGY,SPP,"
",SM-A5660ZKDTGY,1,1,"3,698","3,698","2,999","2,999",200,,,,"1,000",NRP,"1,999.00","1,999.00","1,999.00",0.00,,"1,999.00",,,"1,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-02,TV Credits - 1000 off,,,,,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 2,NNA-S9C5-FT3S-F3CP,"77"" OLED S90F (2025) [QA77S90FAEXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA77S90FAEXZK&&products[0].quantity=1&&products[1].productCode=SM-S9370ZSGTGY&&products[1].quantity=1,"QA77S90FAEXZK, SM-S9370ZSGTGY",QA77S90FAEXZK,SPP,"
",QA77S90FAEXZK,1,1,"49,980","49,980","43,982","43,982",,,,0.00,,,,"43,982.00","43,982.00",0.00,0.00,"43,982.00","51,252.00",0.00,"43,982.00","51,252.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,"Galaxy S25 Edge, 512GB+12GB, Titanium Silver [SM-S9370ZSGTGY]",,,SM-S9370ZSGTGY,SPP,"
",SM-S9370ZSGTGY,1,1,"9,398","9,398","8,270","8,270",200,,,,"1,000",NRP,"7,270.00","7,270.00","7,270.00",0.00,,"7,270.00",,,"7,270.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-03,TV Credits - 1000 off,,,,,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 2,NNA-S9C5-FT3S-F3CP,"65"" OLED S90F (2025) [QA65S90FAEXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA65S90FAEXZK&&products[0].quantity=1&&products[1].productCode=NP960XGL-XG2HK&&products[1].quantity=1,"QA65S90FAEXZK, NP960XGL-XG2HK",QA65S90FAEXZK,SPP,"
",QA65S90FAEXZK,1,1,"25,280","25,280","21,102","21,102",,,,0.00,,,,"21,102.00","21,102.00",0.00,0.00,"21,102.00","21,102.00",0.00,"21,102.00","21,102.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,"Galaxy Book4 Ultra 16""/i9/32GB/1TB/RTX4070 [NP960XGL-XG2HK]",,,NP960XGL-XG2HK,SPP,"
0",NP960XGL-XG2HK,1,0,"21,980","21,980",,"21,980",,,,,"1,000",NRP,"20,980.00","20,980.00",0.00,0.00,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-04,TV Credits - 1000 off,,,,,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 2,NNA-S9C5-FT3S-F3CP,"42"" OLED S90F (2025) [QA42S90FAEXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA42S90FAEXZK&&products[0].quantity=1&&products[1].productCode=NP960QGK-KS3HK&&products[1].quantity=1,"QA42S90FAEXZK, NP960QGK-KS3HK",QA42S90FAEXZK,SPP,"
",QA42S90FAEXZK,1,1,"11,380","11,380","8,782","8,782",,,,0.00,,,,"8,782.00","8,782.00",0.00,0.00,"8,782.00","18,819.00",0.00,"8,782.00","18,819.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,"Galaxy Book4 Pro 360 16""/i7/32GB/1TB [NP960QGK-KS3HK]",,,NP960QGK-KS3HK,SPP,"
",NP960QGK-KS3HK,1,1,"16,980","16,980","11,037","11,037",,,,,"1,000",NRP,"10,037.00","10,037.00","10,037.00",0.00,,"10,037.00",,,"10,037.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-05,TV Credits - 1000 off,,,,,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 2,NNA-S9C5-FT3S-F3CP,"65"" Neo QLED 4K QN90F (2025) [QA65QN90FAJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA65QN90FAJXZK&&products[0].quantity=1&&products[1].productCode=NP750QGK-KG2HK&&products[1].quantity=1,"QA65QN90FAJXZK, NP750QGK-KG2HK",QA65QN90FAJXZK,SPP,"
",QA65QN90FAJXZK,1,1,"24,280","24,280","20,222","20,222",,,,0.00,,,,"20,222.00","20,222.00",0.00,0.00,"20,222.00","25,709.00",0.00,"20,222.00","25,709.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,"Galaxy Book4 360 15.6""/i5/16GB/512GB [NP750QGK-KG2HK]",,,NP750QGK-KG2HK,SPP,"
",NP750QGK-KG2HK,1,1,"9,980","9,980","6,487","6,487",,,,,"1,000",NRP,"5,487.00","5,487.00","5,487.00",0.00,,"5,487.00",,,"5,487.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-06,TV Credits - 1000 off,,,,,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 2,NNA-S9C5-FT3S-F3CP,"77"" OLED S85F (2025) [QA77S85FAEXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA77S85FAEXZK&&products[0].quantity=1&&products[1].productCode=NP750XQB-KA1HK&&products[1].quantity=1,"QA77S85FAEXZK, NP750XQB-KA1HK",QA77S85FAEXZK,SPP,"
",QA77S85FAEXZK,1,1,"42,480","42,480","37,382","37,382",,,,0.00,,,,"37,382.00","37,382.00",0.00,0.00,"37,382.00","42,145.00",0.00,"37,382.00","42,145.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,"Galaxy Book4 Edge, 15.6""/X1/16GB/512GB, Sapphire Blue [NP750XQB-KA1HK]",,,NP750XQB-KA1HK,SPP,"
",NP750XQB-KA1HK,1,1,"6,780","6,780","5,763","5,763",,,,,"1,000",NRP,"4,763.00","4,763.00","4,763.00",0.00,,"4,763.00",,,"4,763.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-07,TV Credits - 1000 off,,,,,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 2,NNA-S9C5-FT3S-F3CP,"42"" OLED S90F (2025) [QA42S90FAEXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA42S90FAEXZK&&products[0].quantity=1&&products[1].productCode=SM-X920NZAITGY&&products[1].quantity=1,"QA42S90FAEXZK, SM-X920NZAITGY",QA42S90FAEXZK,SPP,"
",QA42S90FAEXZK,1,1,"11,380","11,380","8,782","8,782",,,,0.00,,,,"8,782.00","8,782.00",0.00,0.00,"8,782.00","16,594.00",0.00,"8,782.00","16,594.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,"Galaxy Tab S10 Ultra Wifi, 16GB+1TB, Moonstone Gray (Online Exclusive) [SM-X920NZAITGY]",,,SM-X920NZAITGY,SPP,"
",SM-X920NZAITGY,1,1,"12,588","12,588","8,812","8,812",500,,,,"1,000",NRP,"7,812.00","7,812.00","7,812.00",0.00,,"7,812.00",,,"7,812.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-08,TV Credits - 1000 off,,,,,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 2,NNA-S9C5-FT3S-F3CP,"65"" Neo QLED 4K QN90F (2025) [QA65QN90FAJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA65QN90FAJXZK&&products[0].quantity=1&&products[1].productCode=EF-BX810PLEGWW&&products[1].quantity=1,"QA65QN90FAJXZK, EF-BX810PLEGWW",QA65QN90FAJXZK,SPP,"
",QA65QN90FAJXZK,1,1,"24,280","24,280","20,222","20,222",,,,0.00,,,,"20,222.00","20,222.00",0.00,0.00,"20,222.00","20,222.00",0.00,"20,222.00","20,222.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,Galaxy Tab S10+  Smart Book Cover Blue [EF-BX810PLEGWW],,,EF-BX810PLEGWW,SPP,"
",EF-BX810PLEGWW,1,1,509,509,382,382,,,,,"1,000",NRP,-618.00,0.00,0.00,0.00,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-09,TV Credits - 1000 off,,,,,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 2,NNA-S9C5-FT3S-F3CP,"77"" OLED S85F (2025) [QA77S85FAEXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA77S85FAEXZK&&products[0].quantity=1&&products[1].productCode=SM-L310NZSATGY&&products[1].quantity=1,"QA77S85FAEXZK, SM-L310NZSATGY",QA77S85FAEXZK,SPP,"
",QA77S85FAEXZK,1,1,"42,480","42,480","37,382","37,382",,,,0.00,,,,"37,382.00","37,382.00",0.00,949.00,"37,382.00","38,331.00",0.00,"37,382.00","38,331.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,"Galaxy Watch7 44mm (BT), Silver [SM-L310NZSATGY]",,,SM-L310NZSATGY,SPP,"
",SM-L310NZSATGY,1,1,"2,198","2,198","1,949","1,949",,,,,"1,000",NRP,949.00,949.00,949.00,949.00,,949.00,,,949.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-10,TV Credits - 1000 off,,,,,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 2,NNA-S9C5-FT3S-F3CP,"65"" OLED S85F (2025) [QA65S85FAEXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA65S85FAEXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,QA65S85FAEXZK,QA65S85FAEXZK,SPP,"
",QA65S85FAEXZK,1,1,"21,980","21,980","17,582","17,582",,,,0.00,,,,"17,582.00","17,582.00",0.00,0.00,"17,582.00","17,582.00",0.00,"17,582.00","17,582.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,Q-series Soundbar HW-Q990D [HW-Q990F/ZK],,,,SPP,"
",,1,1,,,,,,,,,"1,000",NRP,"-1,000.00",,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-11,TV Credits - 1000 off,,,,,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 2,NNA-S9C5-FT3S-F3CP,"75"" Neo QLED 4K QN70F (2025) [QA75QN70FAJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA75QN70FAJXZK&&products[0].quantity=1&&products[1].productCode=HW-LS60D/ZK&&products[1].quantity=1,"QA75QN70FAJXZK, HW-LS60D/ZK",QA75QN70FAJXZK,SPP,"
",QA75QN70FAJXZK,1,1,"24,980","24,980","21,982","21,982",,,,0.00,,,,"21,982.00","21,982.00",0.00,0.00,"21,982.00","24,220.00",0.00,"21,982.00","24,220.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,S-Series HW-LS60D Music Frame [HW-LS60D/ZK],,,HW-LS60D/ZK,SPP,"
",HW-LS60D/ZK,1,1,"3,890","3,890","3,238","3,238",,,,,"1,000",NRP,"2,238.00","2,238.00","2,238.00",0.00,,"2,238.00",,,"2,238.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-12,TV Credits - 1000 off,,,,,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 2,NNA-S9C5-FT3S-F3CP,"65"" OLED S95F (2025) [QA65S95FAJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA65S95FAJXZK&&products[0].quantity=1&&products[1].productCode=HW-S800D/ZK&&products[1].quantity=1,"QA65S95FAJXZK, HW-S800D/ZK",QA65S95FAJXZK,SPP,"
",QA65S95FAJXZK,1,1,"33,480","33,480","29,022","29,022",,,,0.00,,,,"29,022.00","29,022.00",0.00,0.00,"29,022.00","31,533.00",0.00,"29,022.00","31,533.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,S-Series HW-S800D Soundbar [HW-S800D/ZK],,,HW-S800D/ZK,SPP,"
",HW-S800D/ZK,1,1,"4,890","4,890","3,511","3,511",,,,,"1,000",NRP,"2,511.00","2,511.00","2,511.00",0.00,,"2,511.00",,,"2,511.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-13,TV Credits - 1000 off,,,,,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 2,NNA-S9C5-FT3S-F3CP,"77"" OLED S90F (2025) [QA77S90FAEXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA77S90FAEXZK&&products[0].quantity=1&&products[1].productCode=HW-S801D/ZK&&products[1].quantity=1,"QA77S90FAEXZK, HW-S801D/ZK",QA77S90FAEXZK,SPP,"
",QA77S90FAEXZK,1,1,"49,980","49,980","43,982","43,982",,,,0.00,,,,"43,982.00","43,982.00",0.00,0.00,"43,982.00","46,493.00",0.00,"43,982.00","46,493.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,S-Series HW-S801D Soundbar [HW-S801D/ZK],,,HW-S801D/ZK,SPP,"
",HW-S801D/ZK,1,1,"4,890","4,890","3,511","3,511",,,,,"1,000",NRP,"2,511.00","2,511.00","2,511.00",0.00,,"2,511.00",,,"2,511.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-14,TV Credits - 1000 off,,,,,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 2,NNA-S9C5-FT3S-F3CP,"42"" OLED S90F (2025) [QA42S90FAEXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA42S90FAEXZK&&products[0].quantity=1&&products[1].productCode=VS80F28DFP/SP&&products[1].quantity=1,"QA42S90FAEXZK, VS80F28DFP/SP",QA42S90FAEXZK,SPP,"
",QA42S90FAEXZK,1,1,"11,380","11,380","8,782","8,782",,,,0.00,,,,"8,782.00","8,782.00",0.00,0.00,"8,782.00","13,623.00",0.00,"8,782.00","13,623.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,Bespoke AI Jet™ Lite [VS80F28DFP/SP],,,VS80F28DFP/SP,SPP,"
",VS80F28DFP/SP,1,1,"6,490","6,490","5,841","5,841",,,,,"1,000",NRP,"4,841.00","4,841.00","4,841.00",0.00,,"4,841.00",,,"4,841.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-CREDIT-NEG,TV Credits - Negative,,,,,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 2,NNA-S9C5-FT3S-F3CP,"65"" OLED S95F (2025) [QA65S95FAJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA65S95FAJXZK&&products[0].quantity=1&&products[1].productCode=NP750QGK-KG2HK&&products[1].quantity=1,"QA65S95FAJXZK, NP750QGK-KG2HK",QA65S95FAJXZK,SPP,"
",QA65S95FAJXZK,1,1,"33,480","33,480","29,022","29,022",,,,0.00,,,,"29,022.00","29,022.00",0.00,0.00,"29,022.00","35,509.00",0.00,"29,022.00","35,509.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,"Galaxy Book4 360 15.6""/i5/16GB/512GB [NP750QGK-KG2HK]",,,NP750QGK-KG2HK,SPP,"
",NP750QGK-KG2HK,1,1,"9,980","9,980","6,487","6,487",,,,,,,,"6,487.00","6,487.00",0.00,,"6,487.00",,,"6,487.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPIRE-01,G6 Storewide ,,,,,Add all to cart using this link,,,"27"" Odyssey G6 OLED Gaming Monitor (360Hz) [LS27DG602SCXXK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=LS27DG602SCXXK&&products[0].quantity=1&&products[1].productCode=SM-A1660ZAGTGY&&products[1].quantity=1,"LS27DG602SCXXK, SM-A1660ZAGTGY",LS27DG602SCXXK,SPP,"
",LS27DG602SCXXK,1,1,"6,980","6,980","5,262","5,262",,,,0.00,,,,"5,262.00","5,262.00",0.00,0.00,"5,262.00","6,572.00",0.00,"5,262.00","6,572.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,Galaxy A165G (6GB + 128GB) Light Gray [SM-A1660ZAGTGY],,,SM-A1660ZAGTGY,SPP,"
",SM-A1660ZAGTGY,1,1,"1,598","1,598","1,310","1,310",,,,,,,,"1,310.00","1,310.00",0.00,,"1,310.00",,,"1,310.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPIRE-02,TV + QS700F (expired),,,,,Add all to cart using this link,,,Q-Series Soundbar HW-QS700F [HW-QS700F/ZK],https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=HW-QS700F/ZK&&products[0].quantity=1&&products[1].productCode=QA65QN990FJXZK&&products[1].quantity=1,"HW-QS700F/ZK, QA65QN990FJXZK",HW-QS700F/ZK,SPP,"
",HW-QS700F/ZK,1,1,"4,680","4,680","4,118","4,118",,,,0.00,,,,"4,118.00","4,118.00",0.00,0.00,"4,118.00","45,460.00",0.00,"4,118.00","45,460.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,"65"" Neo QLED 8K QN990 (2025) [QA65QN990FJXZK]",,,QA65QN990FJXZK,SPP,"
",QA65QN990FJXZK,1,1,"46,980","46,980","41,342","41,342",,,,,,,,"41,342.00","41,342.00",0.00,,"41,342.00",,,"41,342.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Add all to cart using this link,,,,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,,,,"
",,1,1,,,,,,,,0.00,,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,B2C Cart Link,,,,,,,,"
",,1,1,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPP Other Tests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Add all to cart using this link,,,,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,,"
",,,,,,,,,,,0.00,,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,B2C Cart Link,,,,,,,,"
",,,,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Template,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Template2 Perfect Partner,Perfect Partner,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,,,,"
",,1,1,,,,,,,0,0.00,,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Template3,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1&&products[2].productCode=&&products[2].quantity=1,,,,"
",,1,1,,,,,,,0,0.00,,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3,Verify bundle & total prices,,,,,,,,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Template4,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1&&products[2].productCode=&&products[2].quantity=1&&products[3].productCode=&&products[3].quantity=1,,,,"
",,1,1,,,,,,,0,0.00,,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3,Verify bundle & total prices,,,,,,,,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Template5,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1&&products[2].productCode=&&products[2].quantity=1&&products[3].productCode=&&products[3].quantity=1&&products[4].productCode=&&products[4].quantity=1,,,,"
",,1,1,,,,,,,0,0.00,,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3,"Verify bundle, premium & total prices",,,,,,,,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Template6,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1&&products[2].productCode=&&products[2].quantity=1&&products[3].productCode=&&products[3].quantity=1&&products[4].productCode=&&products[4].quantity=1&&products[5].productCode=&&products[5].quantity=1,,,,"
",,1,1,,,,,,,0,0.00,,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3,"Verify bundle, premium & total prices",,,,,,,,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Template7,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1&&products[2].productCode=&&products[2].quantity=1&&products[3].productCode=&&products[3].quantity=1&&products[4].productCode=&&products[4].quantity=1&&products[5].productCode=&&products[5].quantity=1&&products[6].productCode=&&products[6].quantity=1,,,,"
",,1,1,,,,,,,0,0.00,,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3,"Verify bundle, premium & total prices",,,,,,,,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
