Bundle EPP,,,,,,96,,,GTI Samsung SKU,,,,,,352576783124483,,,Acceptance Crieria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tester,Case,,"Auto
Result",Result,Step,,Code,,SKU List,,,SKU,Store,,Add to cart link,Qty,Qty Adjusted,RRP x Qty,RRP,NRP,Normal price per unit,GC Rewarded,Extra GC Reward,GC + Extra GC Reward,Total GC Rewarded,Item level discount,on RRP / NRP,Discounted price per unit,Discounted price (NRP considered),Actual discounted price x Qty,GC Eligible,Total GC Eligible,Item price after GC,Total price after GC,Cart level discount,Expectyed item price in cart,Total Cart Price,Free Premiums / Other acceptance crieria to check,Status,Screemshot of Cart,"Temp Order ID /
Comment / Reasons of Fail",Fix Status,,Time,Line,Case,Total Price in Cart,Total Price in Cart,"Total Price
Result",Extra Premium,Extra Premium,Qty,"Extra Premium
Result",Auto Test Results,Duration
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,May 15 - Jun 30,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Passed,1,Add all to cart using this link,Add code: Aging Clearance Offer - eDM - 1,,"Galaxy Watch Ultra, Titanium Gray",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=SM-L705FDAATGY&&products[0].quantity=1&&products[1].productCode=SM-R630NZAATGY&&products[1].quantity=1&&products[2].productCode=SM-R530NZAATGY&&products[2].quantity=1&&products[3].productCode=&&products[3].quantity=,"SM-L705FDAATGY, SM-R630NZAATGY, SM-R530NZAATGY",SM-L705FDAATGY,SPP,"
",SM-L705FDAATGY,1,,,,,,,,,0.00,,,,,,,0.00,,0.00,150.00,0.00,-150.00,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"Galaxy Buds3 Pro, Silver",,,SM-R630NZAATGY,SPP,"
",SM-R630NZAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,3,Verify bundle & total prices,,,"Galaxy Buds3, Silver",,,SM-R530NZAATGY,SPP,"
",SM-R530NZAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SPP,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,Passed,1,Add all to cart using this link,Add code: Aging Clearance Offer - eDM - 1,,"Galaxy Watch7 44mm (BT), Silver",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=SM-L310NZSATGY&&products[0].quantity=1&&products[1].productCode=SM-R630NZAATGY&&products[1].quantity=1&&products[2].productCode=SM-R530NZAATGY&&products[2].quantity=1&&products[3].productCode=&&products[3].quantity=,"SM-L310NZSATGY, SM-R630NZAATGY, SM-R530NZAATGY",SM-L310NZSATGY,SPP,"
",SM-L310NZSATGY,1,,,,,,,,,0.00,,,,,,,0.00,,0.00,150.00,0.00,-150.00,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"Galaxy Buds3 Pro, Silver",,,SM-R630NZAATGY,SPP,"
",SM-R630NZAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,3,Verify bundle & total prices,,,"Galaxy Buds3, Silver",,,SM-R530NZAATGY,SPP,"
",SM-R530NZAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SPP,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,Passed,1,Add all to cart using this link,Add code: Aging Clearance Offer - eDM - 1,,"Galaxy Watch7 44mm (LTE), Green",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=SM-L315FZGATGY&&products[0].quantity=2&&products[1].productCode=SM-R630NZAATGY&&products[1].quantity=1&&products[2].productCode=SM-R530NZAATGY&&products[2].quantity=1&&products[3].productCode=&&products[3].quantity=,"SM-L315FZGATGY, SM-R630NZAATGY, SM-R530NZAATGY",SM-L315FZGATGY,SPP,"
0",SM-L315FZGATGY,2,,,,,,,,,0.00,,,,,,,0.00,,0.00,150.00,0.00,-150.00,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"Galaxy Buds3 Pro, Silver",,,SM-R630NZAATGY,SPP,"
",SM-R630NZAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,3,Verify bundle & total prices,,,"Galaxy Buds3, Silver",,,SM-R530NZAATGY,SPP,"
",SM-R530NZAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SPP,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,Passed,1,Add all to cart using this link,Add code: Aging Clearance Offer - eDM - 1,,"Galaxy Watch Ultra, Titanium Gray",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=SM-L705FDAATGY&&products[0].quantity=1&&products[1].productCode=SM-L305FZEATGY&&products[1].quantity=1&&products[2].productCode=SM-R630NZAATGY&&products[2].quantity=1&&products[3].productCode=SM-R530NZAATGY&&products[3].quantity=1,"SM-L705FDAATGY, SM-L305FZEATGY, SM-R630NZAATGY, SM-R530NZAATGY",SM-L705FDAATGY,SPP,"
",SM-L705FDAATGY,1,,,,,,,,,0.00,,,,,,,0.00,,0.00,150.00,0.00,-150.00,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"Galaxy Watch7 40mm (LTE), Cream",,,SM-L305FZEATGY,SPP,"
",SM-L305FZEATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,3,Verify bundle & total prices,,,"Galaxy Buds3 Pro, Silver",,,SM-R630NZAATGY,SPP,"
",SM-R630NZAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Galaxy Buds3, Silver",,,SM-R530NZAATGY,SPP,"
",SM-R530NZAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,Failed,1,Add all to cart using this link,Add code: Aging Clearance Offer - eDM - 1,,"Galaxy S25 Ultra, 512GB+12GB, Titanium Silverblue",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=SM-S9380ZBGTGY&&products[0].quantity=1&&products[1].productCode=SM-L705FDAATGY&&products[1].quantity=1&&products[2].productCode=SM-R530NZAATGY&&products[2].quantity=1&&products[3].productCode=&&products[3].quantity=,"SM-S9380ZBGTGY, SM-L705FDAATGY, SM-R530NZAATGY",SM-S9380ZBGTGY,SPP,"
",SM-S9380ZBGTGY,1,,,,,,,,,0.00,,,,,,,0.00,,0.00,150.00,0.00,-150.00,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"Galaxy Watch Ultra, Titanium Gray",,,SM-L705FDAATGY,SPP,"
",SM-L705FDAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,3,Verify bundle & total prices,,,"Galaxy Buds3, Silver",,,SM-R530NZAATGY,SPP,"
",SM-R530NZAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SPP,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,Passed,1,Add all to cart using this link,Add code: Aging Clearance Offer - eDM - 1,,"Galaxy Z Fold6, 256GB+12GB, White (eStore)",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=SM-F9560ZWDTGY&&products[0].quantity=1&&products[1].productCode=SM-L310NZSATGY&&products[1].quantity=1&&products[2].productCode=SM-R630NZAATGY&&products[2].quantity=1&&products[3].productCode=SM-R530NZAATGY&&products[3].quantity=1,"SM-F9560ZWDTGY, SM-L310NZSATGY, SM-R630NZAATGY, SM-R530NZAATGY",SM-F9560ZWDTGY,SPP,"
",SM-F9560ZWDTGY,1,,,,,,,,,0.00,,,,,,,0.00,,0.00,150.00,0.00,-150.00,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"Galaxy Watch7 44mm (BT), Silver",,,SM-L310NZSATGY,SPP,"
",SM-L310NZSATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,3,Verify bundle & total prices,,,"Galaxy Buds3 Pro, Silver",,,SM-R630NZAATGY,SPP,"
",SM-R630NZAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Galaxy Buds3, Silver",,,SM-R530NZAATGY,SPP,"
",SM-R530NZAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,May 15 - Jun 30,,,,, ,,SPP,"
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Passed,1,Add all to cart using this link,Add code: Aging Clearance Offer - eDM - 1,,"Galaxy Watch7 40mm (BT), Cream",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=SM-L300NZEATGY&&products[0].quantity=1&&products[1].productCode=SM-R630NZAATGY&&products[1].quantity=1&&products[2].productCode=SM-S9360ZKDTGY&&products[2].quantity=1&&products[3].productCode=EF-US936CTEGWW&&products[3].quantity=1,"SM-L300NZEATGY, SM-R630NZAATGY, SM-S9360ZKDTGY, EF-US936CTEGWW",SM-L300NZEATGY,SPP,"
",SM-L300NZEATGY,1,,,,,,,,,0.00,,,,,,,0.00,"-1,260.00","-1,260.00",150.00,"-1,410.00","-1,410.00",,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"Galaxy Buds3 Pro, Silver",,,SM-R630NZAATGY,SPP,"
",SM-R630NZAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,3,Verify bundle & total prices,,,"Galaxy S25+, 256GB+12GB, Blueblack, exclusive",,,SM-S9360ZKDTGY,SPP,"
",SM-S9360ZKDTGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"1 x  Galaxy S25+, Anti-Reflecting Screen Protector, Transparency",,,EF-US936CTEGWW,SPP,"
",EF-US936CTEGWW,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,Passed,1,Add all to cart using this link,,,"Galaxy S25 Ultra, 1TB+16GB, Titanium Jadegreen, exclusive",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=SM-S9380ZGWTGY&&products[0].quantity=1&&products[1].productCode=SM-L705FDAATGY&&products[1].quantity=1&&products[2].productCode=SM-L300NZGATGY&&products[2].quantity=1&&products[3].productCode=SM-R630NZAATGY&&products[3].quantity=1&&products[4].productCode=SM-R530NZAATGY&&products[4].quantity=1&&products[5].productCode=SM-Q505NZKATGY&&products[5].quantity=1&&products[6].productCode=SM-R390NZAATGY&&products[6].quantity=1,"SM-S9380ZGWTGY, SM-L705FDAATGY, SM-L300NZGATGY, SM-R630NZAATGY, SM-R530NZAATGY, SM-Q505NZKATGY, SM-R390NZAATGY",SM-S9380ZGWTGY,SPP,"
",SM-S9380ZGWTGY,1,,,,,,,,,0.00,,,,,,,0.00,,0.00,150.00,0.00,-150.00,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"Galaxy Watch Ultra, Titanium Gray",,,SM-L705FDAATGY,SPP,"
",SM-L705FDAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,3,Verify bundle & total prices,,,"Galaxy Watch7 40mm (BT), Green",,,SM-L300NZGATGY,SPP,"
",SM-L300NZGATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Galaxy Buds3 Pro, Silver",,,SM-R630NZAATGY,SPP,"
",SM-R630NZAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Galaxy Buds3, Silver",,,SM-R530NZAATGY,SPP,"
",SM-R530NZAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Galaxy Ring, Titanium Black / 5",,,SM-Q505NZKATGY,SPP,"
",SM-Q505NZKATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Galaxy Fit3,,,SM-R390NZAATGY,SPP,"
",SM-R390NZAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,Passed,1,Add all to cart using this link,,,"Galaxy S25 Ultra, 1TB+16GB, Titanium Jadegreen, exclusive",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=SM-S9380ZGWTGY&&products[0].quantity=1&&products[1].productCode=SM-L705FDAATGY&&products[1].quantity=1&&products[2].productCode=SM-L300NZGATGY&&products[2].quantity=1&&products[3].productCode=SM-Q505NZKATGY&&products[3].quantity=1&&products[4].productCode=SM-R390NZAATGY&&products[4].quantity=1,"SM-S9380ZGWTGY, SM-L705FDAATGY, SM-L300NZGATGY, SM-Q505NZKATGY, SM-R390NZAATGY",SM-S9380ZGWTGY,SPP,"
",SM-S9380ZGWTGY,1,,,,,,,,,0.00,,,,,,,0.00,,0.00,150.00,0.00,-150.00,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"Galaxy Watch Ultra, Titanium Gray",,,SM-L705FDAATGY,SPP,"
",SM-L705FDAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,3,Verify bundle & total prices,,,"Galaxy Watch7 40mm (BT), Green",,,SM-L300NZGATGY,SPP,"
",SM-L300NZGATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Galaxy Ring, Titanium Black / 5",,,SM-Q505NZKATGY,SPP,"
",SM-Q505NZKATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Galaxy Fit3,,,SM-R390NZAATGY,SPP,"
",SM-R390NZAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,Passed,1,Add all to cart using this link,,,"Galaxy A56 5G, 12GB + 256GB, Awesome Graphite",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=SM-A5660ZKDTGY&&products[0].quantity=1&&products[1].productCode=SM-L705FDAATGY&&products[1].quantity=1&&products[2].productCode=SM-L300NZGATGY&&products[2].quantity=1&&products[3].productCode=SM-Q505NZKATGY&&products[3].quantity=1&&products[4].productCode=SM-R390NZAATGY&&products[4].quantity=1,"SM-A5660ZKDTGY, SM-L705FDAATGY, SM-L300NZGATGY, SM-Q505NZKATGY, SM-R390NZAATGY",SM-A5660ZKDTGY,SPP,"
",SM-A5660ZKDTGY,1,,,,,,,,,0.00,,,,,,,0.00,,0.00,150.00,0.00,-150.00,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"Galaxy Watch Ultra, Titanium Gray",,,SM-L705FDAATGY,SPP,"
",SM-L705FDAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,3,Verify bundle & total prices,,,"Galaxy Watch7 40mm (BT), Green",,,SM-L300NZGATGY,SPP,"
",SM-L300NZGATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Galaxy Ring, Titanium Black / 5",,,SM-Q505NZKATGY,SPP,"
",SM-Q505NZKATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Galaxy Fit3,,,SM-R390NZAATGY,SPP,"
",SM-R390NZAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,Passed,1,Add all to cart using this link,,,"Galaxy S25 Ultra, 1TB+16GB, Titanium Jadegreen, exclusive",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=SM-S9380ZGWTGY&&products[0].quantity=1&&products[1].productCode=SM-S9370ZSGTGY&&products[1].quantity=1&&products[2].productCode=SM-L705FDAATGY&&products[2].quantity=1&&products[3].productCode=SM-L300NZGATGY&&products[3].quantity=1&&products[4].productCode=SM-R630NZAATGY&&products[4].quantity=2&&products[5].productCode=SM-R530NZAATGY&&products[5].quantity=0&&products[6].productCode=SM-Q505NZKATGY&&products[6].quantity=1,"SM-S9380ZGWTGY, SM-S9370ZSGTGY, SM-L705FDAATGY, SM-L300NZGATGY, SM-R630NZAATGY, SM-R530NZAATGY, SM-Q505NZKATGY",SM-S9380ZGWTGY,SPP,"
",SM-S9380ZGWTGY,1,,,,,,,,,0.00,,,,,,,0.00,,0.00,150.00,0.00,-150.00,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"Galaxy S25 Edge, 512GB+12GB, Titanium Silver",,,SM-S9370ZSGTGY,SPP,"
",SM-S9370ZSGTGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,3,Verify bundle & total prices,,,"Galaxy Watch Ultra, Titanium Gray",,,SM-L705FDAATGY,SPP,"
",SM-L705FDAATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Galaxy Watch7 40mm (BT), Green",,,SM-L300NZGATGY,SPP,"
",SM-L300NZGATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Galaxy Buds3 Pro, Silver",,,SM-R630NZAATGY,SPP,"
",SM-R630NZAATGY,2,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Galaxy Buds3, Silver",,,SM-R530NZAATGY,SPP,"
",SM-R530NZAATGY,0,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Galaxy Ring, Titanium Black / 5",,,SM-Q505NZKATGY,SPP,"
",SM-Q505NZKATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,May 10 - Jun 30,,,,,,,SPP,"
",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,Add code: Education Store - YXC,,"Galaxy S25 Edge, 512GB+12GB, Titanium Silver",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=SM-S9370ZSGTGY&&products[0].quantity=1&&products[1].productCode=EF-PS937CBEGWW&&products[1].quantity=1,"SM-S9370ZSGTGY, EF-PS937CBEGWW",SM-S9370ZSGTGY,SPP,"
",SM-S9370ZSGTGY,1,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,300.00,0.00,-300.00,,Passed,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"Galaxy S25 Edge Silicone Case, Black",,,EF-PS937CBEGWW,SPP,"
",EF-PS937CBEGWW,1,,,,,,,,,,,,,,,,,0.00,,,0.00,,,Passed,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,Add code: Education Store - YXC,,"Galaxy Watch7 40mm (BT), Green",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=SM-L300NZGATGY&&products[0].quantity=1&&products[1].productCode=SM-L705FDAATGY&&products[1].quantity=1,"SM-L300NZGATGY, SM-L705FDAATGY",SM-L300NZGATGY,SPP,"
",SM-L300NZGATGY,1,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,450.00,0.00,-450.00,,Passed,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"Galaxy Watch Ultra, Titanium Gray",,,SM-L705FDAATGY,SPP,"
",SM-L705FDAATGY,1,,,,,,,,,,,,,,,,,0.00,,,0.00,,,Passed,,,,,,,,,,,,,,,,
,,,,,,May 15 - Jun 30,,,,,,,SPP,"
",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,Add code: Education Store - Book Fair,,Galaxy Tab S10U Book Cover Keyboard - AI Key White,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=EF-DX925UWEGWW&&products[0].quantity=1,EF-DX925UWEGWW,EF-DX925UWEGWW,SPP,"
",EF-DX925UWEGWW,1,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,150.00,0.00,-150.00,,Passed,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,Passed,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,Add code: Education Store - Book Fair,,"Galaxy Watch7 40mm (BT), Green",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=SM-L300NZGATGY&&products[0].quantity=1&&products[1].productCode=EF-DX925UWEGWW&&products[1].quantity=1,"SM-L300NZGATGY, EF-DX925UWEGWW",SM-L300NZGATGY,SPP,"
",SM-L300NZGATGY,1,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,150.00,0.00,-150.00,1 x  Z-ITFITE01,Passed,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,Galaxy Tab S10U Book Cover Keyboard - AI Key White,,,EF-DX925UWEGWW,SPP,"
",EF-DX925UWEGWW,1,,,,,,,,,,,,,,,,,0.00,,,0.00,,,Passed,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,Add code: Education Store - Book Fair,,"Galaxy Watch7 40mm (BT), Green",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=SM-L300NZGATGY&&products[0].quantity=2&&products[1].productCode=SM-L705FDAATGY&&products[1].quantity=1,"SM-L300NZGATGY, SM-L705FDAATGY",SM-L300NZGATGY,SPP,"
",SM-L300NZGATGY,2,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,450.00,0.00,-450.00,1 x  Z-ITFITE01,Passed,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"Galaxy Watch Ultra, Titanium Gray",,,SM-L705FDAATGY,SPP,"
",SM-L705FDAATGY,1,,,,,,,,,,,,,,,,,0.00,,,0.00,,,Passed,,,,,,,,,,,,,,,,
,,,,,,May 15 - Jun 30,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,Add code: Aging Clearance Offer - eDM - 1,,"Galaxy Z Fold6, 512GB+12GB, White (eStore)",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=SM-F9560ZWGTGY&&products[0].quantity=1&&products[1].productCode=SM-F9560ZSDTGY&&products[1].quantity=1&&products[2].productCode=SM-F7410LBATGY&&products[2].quantity=1&&products[3].productCode=SM-S9280LBHTGY&&products[3].quantity=1&&products[4].productCode=NP960XGL-XG1HK&&products[4].quantity=1&&products[5].productCode=NP940XMA-KB1HK&&products[5].quantity=1&&products[6].productCode=SM-Q505NZKATGY&&products[6].quantity=1,"SM-F9560ZWGTGY, SM-F9560ZSDTGY, SM-F7410LBATGY, SM-S9280LBHTGY, NP960XGL-XG1HK, NP940XMA-KB1HK, SM-Q505NZKATGY",SM-F9560ZWGTGY,SPP,"
",SM-F9560ZWGTGY,1,,,,,,,,,,,,,,,,,,0.00,150.00,0.00,-150.00,4 x  Z-ITFITE01,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"Galaxy Z Fold6, 256GB+12GB, Silver Shadow",,,SM-F9560ZSDTGY,SPP,"
0",SM-F9560ZSDTGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,3,Add code: Aging Clearance Offer - eDM - 1,,,"Galaxy Z Flip6, 256GB+12GB, Blue",,,SM-F7410LBATGY,SPP,"
0",SM-F7410LBATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,HF1-555R-NR5R-3P3A,,,"Galaxy S24 Ultra, 512GB, Titanium Blue (eStore)",,,SM-S9280LBHTGY,SPP,"
",SM-S9280LBHTGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Galaxy Book4 Ultra 16""/i9/64GB/2TB/RTX4070",,,NP960XGL-XG1HK,SPP,"
",NP960XGL-XG1HK,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Galaxy Book4 Edge, 14""/X1E-80/16GB/512GB, Sapphire Blue",,,NP940XMA-KB1HK,SPP,"
",NP940XMA-KB1HK,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Galaxy Ring, Titanium Black / 5",,,SM-Q505NZKATGY,SPP,"
",SM-Q505NZKATGY,1,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,,May 15 - Jun 30,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,"Galaxy S25 Ultra, 512GB+12GB, Titanium Whitesilver",#REF!,"SM-S9380ZSGTGY, SM-L705FDAATGY, SM-R530NZAATGY",SM-S9380ZSGTGY,SPP,"
",SM-S9380ZSGTGY,1,,,,,,,,,0,,,,,,,0,,0.00,150.00,0.00,-150.00,,,,,,,,,,,,,,,,,,
